time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,visibility,precipType,cloudCoverError,precipIntensityError,precipProbabilityError,precipAccumulation,pressureError,temperatureError,windSpeedError,windBearingError,uvIndex,ozone
2017-06-05T04:00:00Z,Clear,clear-night,0,0,63.46,63.46,56.23,0.77,1007.79,0.23,0.44,102,0,9.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T05:00:00Z,Clear,clear-night,0,0,61.79,61.79,56.2,0.82,1007.32,0.66,0.83,50,0,9.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T06:00:00Z,Clear,clear-night,0,0,61.34,61.34,56.67,0.85,1007.25,1.39,2.8,51,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T07:00:00Z,Clear,clear-night,0,0,61.54,61.54,57.21,0.86,1007.59,2.25,3.05,49,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T08:00:00Z,Clear,clear-night,0,0,60.54,60.54,57.14,0.89,1007.84,2.49,3.67,59,0.05,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T09:00:00Z,Clear,clear-night,0,0,59.25,59.25,56.31,0.9,1007.54,1.21,1.43,63,0.18,9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T10:00:00Z,Clear,clear-night,0,0,57.84,57.84,55.24,0.91,1008.06,0.56,0.72,64,0.19,8.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T11:00:00Z,Clear,clear-day,0,0,57.31,57.31,54.77,0.91,1007.99,0.76,0.97,46,0.24,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T12:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,60.01,60.01,57.41,0.91,1008.44,1.92,2.35,33,0.63,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T13:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,62.12,62.16,58.49,0.88,1009.36,2.87,4.06,49,0.69,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T14:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,62.98,62.98,58.08,0.84,1010.31,3.59,5.08,51,0.86,8.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T15:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,64.84,64.84,58.22,0.79,1010.64,4.62,6.87,47,0.86,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T16:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,66.32,66.32,57.75,0.74,1011.06,4.15,6.72,51,0.86,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T17:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,66.13,66.13,56.88,0.72,1011.37,4.85,7.67,43,0.86,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T18:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,66.3,66.3,56.26,0.7,1011.53,5.28,8.3,36,0.86,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T19:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,68.95,68.95,55.85,0.63,1011.54,5.29,8.86,42,0.86,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T20:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,71.84,71.84,55.05,0.56,1011.53,3.62,7.49,34,0.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T21:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,73.14,73.14,54.4,0.52,1011.44,3.62,8.16,18,0.36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T22:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,73.66,73.66,53.42,0.49,1011.09,3.35,5.71,357,0.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T23:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,73.47,73.47,51.82,0.47,1010.8,3.44,5.81,347,0.36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T00:00:00Z,Partly Cloudy,partly-cloudy-day,2e-4,0.04,72.4,72.4,51.81,0.48,1010.91,3.99,5.86,332,0.46,10,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T01:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,70.2,70.2,51.09,0.51,1011.37,3.25,7.62,0,0.25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T02:00:00Z,Clear,clear-night,0,0,63.01,63.01,49.29,0.61,1012.61,3.71,7.78,55,0.14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T03:00:00Z,Clear,clear-night,0,0,59.21,59.21,47.82,0.66,1013.81,2.86,4.68,52,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T04:00:00Z,Clear,clear-night,0,0,56.24,56.24,47.51,0.72,1014.32,1.29,2.07,35,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T05:00:00Z,Clear,clear-night,0,0,54.24,54.24,47.51,0.78,1014.99,1.27,2.14,14,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T06:00:00Z,Clear,clear-night,0,0,52.15,52.15,47.07,0.83,1015.08,0.68,0.81,13,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T07:00:00Z,Clear,clear-night,0,0,50.43,50.43,46.38,0.86,1014.96,0.79,0.97,354,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T08:00:00Z,Clear,clear-night,0,0,49.61,49.61,46.27,0.88,1014.92,0.74,0.91,350,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T09:00:00Z,Clear,clear-night,0,0,49.33,49.33,46.22,0.89,1014.69,1.1,1.36,341,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T10:00:00Z,Clear,clear-night,0,0,49.57,49.57,46.38,0.89,1015.05,1.26,1.36,342,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T11:00:00Z,Clear,clear-day,0,0,50.12,50.12,46.8,0.88,1015.65,1.51,1.7,343,0.05,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T12:00:00Z,Clear,clear-day,0,0,55.16,55.16,49.41,0.81,1016.14,2.51,4.37,357,0.05,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T13:00:00Z,Clear,clear-day,0,0,61.24,61.24,50.77,0.68,1016.37,3.68,5.26,4,0.13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T14:00:00Z,Clear,clear-day,0,0,65.98,65.98,50.93,0.58,1016.74,4.11,6.74,359,0.08,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T15:00:00Z,Clear,clear-day,0,0,69.1,69.1,51.23,0.53,1016.29,5.23,9.04,353,0.08,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T16:00:00Z,Clear,clear-day,0,0,72.09,72.09,51.03,0.48,1016.04,5.85,11.24,345,0.13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T17:00:00Z,Clear,clear-day,0,0,73.82,73.82,49.99,0.43,1015.79,5.78,12.05,348,0.19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,75.48,75.48,49.09,0.39,1015.29,5.69,10.83,356,0.36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T19:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,76.58,76.58,48.29,0.37,1014.84,5.35,10.26,7,0.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T20:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,76.67,76.67,48.82,0.38,1014.67,5.48,9.58,356,0.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T21:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,76.56,76.56,50.29,0.4,1014.53,4.89,9.73,10,0.58,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T22:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,75.96,75.96,50.35,0.41,1014.51,5.17,9.37,27,0.61,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06T23:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,73.59,73.59,52.08,0.47,1015,5.11,9.45,61,0.47,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T00:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,71.08,71.08,52.5,0.52,1015.73,5.49,8.28,67,0.36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T01:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,67.8,67.8,51.77,0.57,1016.34,5.1,6.85,81,0.33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T02:00:00Z,Clear,clear-night,0,0,65.03,65.03,51.23,0.61,1017.1,3.61,5.36,75,0.11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T03:00:00Z,Clear,clear-night,0,0,62.02,62.02,50.56,0.66,1018.01,2.92,4.67,69,0.08,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T04:00:00Z,Clear,clear-night,0,0,59.39,59.39,49.94,0.71,1018.49,1.96,3.3,62,0.05,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T05:00:00Z,Clear,clear-night,0,0,57.2,57.2,49.5,0.75,1018.73,0.9,1.72,50,0.05,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T06:00:00Z,Clear,clear-night,0,0,54.53,54.53,48.56,0.8,1018.85,0.66,0.77,36,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T07:00:00Z,Clear,clear-night,0,0,52.28,52.28,47.79,0.85,1019,0.8,0.91,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T08:00:00Z,Clear,clear-night,0,0,50.9,50.9,47.24,0.87,1019.06,0.9,0.95,359,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T09:00:00Z,Clear,clear-night,0,0,50.13,50.13,46.92,0.89,1019.05,0.94,1.03,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T10:00:00Z,Clear,clear-night,0,0,49.32,49.32,46.3,0.89,1019.61,0.96,1.01,1,0.13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T11:00:00Z,Clear,clear-day,0,0,49.55,49.55,46.71,0.9,1020.25,0.59,0.83,16,0.13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T12:00:00Z,Clear,clear-day,0,0,54.95,54.95,50.57,0.85,1020.57,0.74,1.38,8,0.13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T13:00:00Z,Clear,clear-day,0,0,61.43,61.43,51.24,0.69,1020.95,2.42,3.55,358,0.19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T14:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,66.89,66.89,49.97,0.55,1021.15,3.43,5.35,351,0.27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T15:00:00Z,Clear,clear-day,0,0,70.49,70.49,49.97,0.48,1020.86,3.31,5.76,24,0.19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T16:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,73.66,73.66,45.87,0.37,1020.62,3.98,8.59,35,0.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T17:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,75.12,75.12,44.97,0.34,1020.3,3.85,7.08,40,0.33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,76.35,76.35,45.27,0.33,1019.75,3.47,7.59,33,0.27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T19:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,77.19,77.19,46.18,0.33,1019.37,4.19,8.51,16,0.33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T20:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,77.73,77.73,46.54,0.33,1018.88,3.43,7.78,23,0.33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T21:00:00Z,Clear,clear-day,0,0,78,78,46.48,0.33,1018.61,2.47,5.78,10,0.19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T22:00:00Z,Clear,clear-day,0,0,77.8,77.8,46.28,0.33,1018.25,2.72,5.81,23,0.24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T23:00:00Z,Clear,clear-day,0,0,77.06,77.06,46.64,0.34,1017.73,1.85,5.08,42,0.24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T00:00:00Z,Clear,clear-day,0,0,74.78,74.78,47.3,0.38,1017.63,0.8,4.49,354,0.19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T01:00:00Z,Clear,clear-day,0,0,71,71,48.58,0.45,1017.55,0.06,1.54,151,0.19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T02:00:00Z,Clear,clear-night,0,0,66.26,66.26,49.74,0.55,1017.89,0.75,1.1,298,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T03:00:00Z,Clear,clear-night,0,0,62.82,62.82,50,0.63,1017.88,0.68,1.23,355,0.08,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T04:00:00Z,Clear,clear-night,0,0,59.98,59.98,50.21,0.7,1017.84,0.6,0.68,350,0.08,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T05:00:00Z,Clear,clear-night,0,0,57.3,57.3,49.69,0.76,1017.87,0.26,0.52,27,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T06:00:00Z,Clear,clear-night,0,0,55.36,55.36,49.4,0.8,1017.74,0.25,0.58,95,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T07:00:00Z,Clear,clear-night,0,0,54.12,54.12,49.06,0.83,1017.78,0.55,0.7,118,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T08:00:00Z,Clear,clear-night,0,0,53.04,53.04,48.35,0.84,1017.13,0.48,0.66,156,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T09:00:00Z,Clear,clear-night,0,0,52.08,52.08,47.99,0.86,1017.06,0.28,0.7,167,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T10:00:00Z,Clear,clear-night,0,0,51.7,51.7,47.98,0.87,1017.23,0.33,0.51,184,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T11:00:00Z,Clear,clear-day,0,0,52.5,52.5,48.57,0.86,1017.38,0.67,0.89,206,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T12:00:00Z,Clear,clear-day,0,0,56.91,56.91,50.32,0.79,1017.34,1.21,2.01,214,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T13:00:00Z,Clear,clear-day,0,0,62.41,62.41,51.7,0.68,1017.47,2.98,4.06,221,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T14:00:00Z,Clear,clear-day,0,0,67.37,67.37,52.5,0.59,1017.38,2.64,4.81,234,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T15:00:00Z,Clear,clear-day,0,0,71.23,71.23,52.89,0.52,1016.9,3.11,5.16,259,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T16:00:00Z,Clear,clear-day,0,0,74.62,74.62,52.41,0.46,1016.29,2.61,5.3,282,0.13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T17:00:00Z,Clear,clear-day,0,0,76.48,76.48,51.36,0.42,1015.46,2.33,5.43,257,0.24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T18:00:00Z,Clear,clear-day,0,0,77.79,77.79,50.88,0.39,1014.68,3.52,5.77,264,0.24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T19:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,78.77,78.77,50.45,0.37,1013.85,3.32,7.34,265,0.38,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T20:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,78.53,78.53,49.39,0.36,1013.11,4.38,8.5,267,0.44,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T21:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,78.1,78.1,49.04,0.36,1012.44,4.16,7.53,260,0.44,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T22:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,76.72,76.72,48.02,0.36,1011.84,5.31,8.5,261,0.44,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T23:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,74.76,74.76,47.03,0.37,1011.5,4.4,6.57,259,0.52,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T00:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,72.2,72.2,47.02,0.41,1011.27,3.33,4.27,249,0.52,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T01:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,69.91,69.91,47.54,0.45,1010.73,1.64,2.1,237,0.44,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T02:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,67.29,67.29,48.41,0.51,1010.53,1.04,1.19,228,0.44,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T03:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,65.37,65.37,48.8,0.55,1010.56,0.69,0.89,209,0.65,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T04:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,63,63,48.89,0.6,1010.07,0.7,0.85,223,0.75,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T05:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,62.26,62.26,49.8,0.64,1009.73,0.55,0.74,228,0.69,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T06:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,62.82,62.82,50.64,0.64,1009.67,0.51,1.27,211,0.92,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T07:00:00Z,Overcast,cloudy,2e-4,0.05,62.75,62.75,52.04,0.68,1009.17,1.27,1.46,219,1,10,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T08:00:00Z,Overcast,cloudy,5e-4,0.08,62.72,62.72,52.49,0.69,1008.94,1.3,1.54,214,1,10,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T09:00:00Z,Overcast,cloudy,0.0011,0.13,61.89,61.89,54,0.75,1008.53,0.4,1.09,166,1,10,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T10:00:00Z,Overcast,cloudy,0.0016,0.12,60.98,60.98,55.27,0.81,1008.2,1.13,1.29,115,1,10,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T11:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0016,0.17,60.91,60.91,54.82,0.8,1008.37,1.18,1.53,120,0.86,10,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T12:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,62.16,62.16,55.38,0.78,1008.5,1.62,1.85,122,0.61,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T13:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,65.94,65.94,56.28,0.71,1008.83,1.97,3.41,125,0.61,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T14:00:00Z,Partly Cloudy,partly-cloudy-day,3e-4,0.04,69.47,69.47,56.7,0.64,1008.93,3.74,5.68,136,0.43,10,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T15:00:00Z,Clear,clear-day,0,0,72.21,72.21,56.34,0.57,1008.77,3.18,7.09,155,0.24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T16:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,75.07,75.07,56.95,0.53,1008.53,3.18,6.61,186,0.26,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T17:00:00Z,Clear,clear-day,0,0,77.09,77.09,57.27,0.5,1008.47,3.56,6.93,202,0.13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T18:00:00Z,Clear,clear-day,0,0,79.83,79.83,58.18,0.48,1008.28,5.22,8.63,235,0.13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T19:00:00Z,Clear,clear-day,0,0,79.66,79.66,58.21,0.48,1007.85,4.4,7.81,249,0.13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T20:00:00Z,Clear,clear-day,0,0,78.72,78.72,57.86,0.49,1007.91,5.25,9.78,255,0.08,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T21:00:00Z,Clear,clear-day,0,0,78.44,78.44,57.35,0.48,1008.11,5.66,9.2,250,0.08,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T22:00:00Z,Clear,clear-day,0,0,77.22,77.22,56.95,0.5,1008.27,4.16,7.55,265,0.19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T23:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,75.69,75.69,56.75,0.52,1008.24,4.75,7.17,269,0.33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T00:00:00Z,Clear,clear-day,0,0,73.36,73.36,56.19,0.55,1008.34,3.88,5.45,275,0.19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T01:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,70.25,70.25,56.12,0.61,1008.47,2.92,3.6,263,0.44,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T02:00:00Z,Clear,clear-night,0,0,66.9,66.9,55.77,0.67,1009.14,1.26,1.39,256,0.19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T03:00:00Z,Clear,clear-night,0,0,64.21,64.21,55.36,0.73,1009.54,1.07,1.23,243,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T04:00:00Z,Clear,clear-night,0,0,62.23,62.23,55.36,0.78,1009.74,1.66,1.9,226,0.06,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T05:00:00Z,Clear,clear-night,0,0,60.83,60.83,55.13,0.82,1009.93,2.22,2.48,218,0.13,9.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T06:00:00Z,Clear,clear-night,0,0,59.79,59.79,54.86,0.84,1010.01,0.79,1.2,236,0.13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T07:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,58.94,58.94,54.52,0.85,1009.8,0.32,0.6,209,0.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T08:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,58.38,58.38,54.49,0.87,1010.01,0.88,1.01,201,0.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T09:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,58.71,58.71,54.98,0.87,1010.14,0.34,0.65,137,0.69,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T10:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,58.01,58.01,54.69,0.89,1010,0.36,0.49,138,0.58,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T11:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,58.65,58.65,55.31,0.89,1010.17,1.27,1.65,174,0.44,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T12:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,64.44,64.44,58.57,0.81,1010.6,4.2,5.92,200,0.33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T13:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,69.83,69.88,60.2,0.72,1011.24,4.93,7.91,218,0.33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T14:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,73.92,73.96,60.37,0.63,1011.5,6.57,10.4,230,0.75,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T15:00:00Z,Partly Cloudy,partly-cloudy-day,5e-4,0.02,77.64,77.64,59.34,0.53,1011.46,7.91,11.92,228,0.58,10,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T16:00:00Z,Partly Cloudy,partly-cloudy-day,4e-4,0.02,79.69,79.69,58.7,0.49,1011.46,8.51,15.69,229,0.52,10,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T17:00:00Z,Clear,clear-day,0,0,80.82,81.2,58.56,0.47,1011.32,9.48,14.9,226,0.08,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-10T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,82.42,82.42,58.64,0.45,1010.66,9.47,15.06,214,0.33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
