id,chapter_name,motif_name,notes,level,chapter_id,level_0,level_1,level_2,level_3,level_4,level_5,level_6
A106.1.1,Myths,Goddess Rebels Against Her Father For Forbidding Her Marriage,India: Thompson-Balys.,4,A,A100,A100,A106,A106.1,A106.1.1,NA,NA
A106.1,Myths,Revolt Of Bad Gods Against Good,Babylonian: Spence 75.,3,A,A100,A100,A106,A106.1,NA,NA,NA
A106.2.1.1,Myths,Banished Devil Appears On Earth Only On Day Of Dark Moon,India: Thompson-Balys.,5,A,A100,A100,A106,A106.2,A106.2.1,A106.2.1.1,NA
A106.2.1.2,Myths,Demon (Opposed To God) Allowed To Earth Four Times A Year (But Must Let People Know Who He Is And Not Deceive Them),India: Thompson-Balys.,5,A,A100,A100,A106,A106.2,A106.2.1,A106.2.1.2,NA
A106.2.1,Myths,Revolting Devil Banished To Hell,India: Thompson-Balys; Jewish: Neuman.,4,A,A100,A100,A106,A106.2,A106.2.1,NA,NA
A106.2.2,Myths,Satan's Fall From Heaven,Jewish: Neuman.,4,A,A100,A100,A106,A106.2,A106.2.2,NA,NA
A106.2,Myths,Revolt Of Evil Angels Against God,"Jensen Dania II 180; Olrik ibid. II 67; Irish myth: Cross; India: Thompson-Balys; Lithuanian: Balys Index No. 3002, Legends Nos. 5, 6; Jewish: *Neuman; Irish: Beal. XXI 323.",3,A,A100,A100,A106,A106.2,NA,NA,NA
A106.3,Myths,Created Beings Rebel Against God,Jewish: Neuman.,3,A,A100,A100,A106,A106.3,NA,NA,NA
A106,Myths,Opposition Of Good And Evil Gods,Hindu: Keith 84; *Penzer I 197; India: Thompson-Balys. --Tarahumare (Mexican Indian): Alexander N. Am. 176; S. Am. Indians (Antioquians): Alexander Lat. Am. 197. --Jewish: Neuman.,2,A,A100,A100,A106,NA,NA,NA,NA
A107,Myths,Gods Of Darkness And Light,"Darkness thought of as evil, light as good. --Babylonian: Spence 74; Irish myth: Cross; Jewish: Neuman.",2,A,A100,A100,A107,NA,NA,NA,NA
A108.1,Myths,God Of The Dead,Irish myth: Cross; Hawaii: Beckwith Myth 60.,3,A,A100,A100,A108,A108.1,NA,NA,NA
A108,Myths,God Of The Living And The Dead In The Otherworld,Chinese: Werner 248.,2,A,A100,A100,A108,NA,NA,NA,NA
A109.1,Myths,God As A Triad,Hawaii: Beckwith Myth 44; Icel.: Boberg.,3,A,A100,A100,A109,A109.1,NA,NA,NA
A109.2,Myths,Goddess As Mother Of Pacific Ocean,Maori: Beckwith Myth 179.,3,A,A100,A100,A109,A109.2,NA,NA,NA
A109,Myths,Deity: Miscellaneous Motifs,NA,2,A,A100,A100,A109,NA,NA,NA,NA
A110,Myths,Origin Of The Gods,NA,1,A,A100,A110,A110,NA,NA,NA,NA
A111.1,Myths,Mother Of The Gods,"(Cf. †A116.2). **Showerman; Smith Dragon viii; *Holmberg Baum 84ff. --Babylonian: Spence 123ff.; Hindu: Penzer I 270ff., 276, VII 231; India: Thompson-Balys; Hittite: Garstang The Hittite Empire 305ff.; Gaster Thespis 179. --Oceanic: Beckwith Myth 294; S. Am. Indian (Apapocuvú-Guarani): Métraux RMLP XXXIII 122.",3,A,A100,A110,A111,A111.1,NA,NA,NA
A111.2,Myths,Father Of The Gods,Icel.: Boberg.,3,A,A100,A110,A111,A111.2,NA,NA,NA
A111.3.0.1,Myths,God Of Double Sex Carries Within Him Seed Of Gods,Greek: Grote I 16.,NA,A,A100,A110,A111,A111.3,A111.3.0.1,A111.3.0.1,NA
A111.3.1,Myths,God Dwells With His Grandfathers,Marquesas: Handy 106.,4,A,A100,A110,A111,A111.3,A111.3.1,NA,NA
A111.3.2,Myths,Sea Creatures As Ancestors Of Goddess,Tuamotu: Stimson MS (T-G. 3/600).,4,A,A100,A110,A111,A111.3,A111.3.2,NA,NA
A111.3.3,Myths,Great Bird As Ancestor Of Gods,Hawaii: Beckwith Myth 92.,4,A,A100,A110,A111,A111.3,A111.3.3,NA,NA
A111.3,Myths,Ancestor Of The Gods,Tahiti: Henry 336.,3,A,A100,A110,A111,A111.3,NA,NA,NA
A111,Myths,Parents Of The Gods,Hawaii: Beckwith Myth 171.,2,A,A100,A110,A111,NA,NA,NA,NA
A112.1.1.1,Myths,Goddess Of Music And Dance Born Of Incestuous Union (Brahma And Daughter),India: Thompson-Balys.,5,A,A100,A110,A112,A112.1,A112.1.1,A112.1.1.1,NA
A112.1.1,Myths,God From Father-Daughter Incest,Adonis. Greek: Spence 132. --Icel.: Boberg.,4,A,A100,A110,A112,A112.1,A112.1.1,NA,NA
A112.1,Myths,God From Incestuous Union,Krappe The Review of Religion (1941); India: Thompson-Balys.,3,A,A100,A110,A112,A112.1,NA,NA,NA
A112.2,Myths,Male And Female Creators Beget Gods,Japanese: Anesaki 223.,3,A,A100,A110,A112,A112.2,NA,NA,NA
A112.3,Myths,Gods Born From Various Parts Of Creator's Body,Japanese: Anesaki 224.,3,A,A100,A110,A112,A112.3,NA,NA,NA
A112.4.1,Myths,God As Son Of Giantess,Icel.: Boberg.,4,A,A100,A110,A112,A112.4,A112.4.1,NA,NA
A112.4.2,Myths,Goddess As Daughter Of Giant,Icel.: Boberg.,4,A,A100,A110,A112,A112.4,A112.4.2,NA,NA
A112.4,Myths,God As Son Of Giant,"Icel.: MacCulloch Eddic 139 (Loki), 324 (Odin, Vili, and Ve), Boberg.",3,A,A100,A110,A112,A112.4,NA,NA,NA
A112.5,Myths,God As Son Of Nine Giantesses,Icel.: MacCulloch Eddic 153 (Heimdall).,3,A,A100,A110,A112,A112.5,NA,NA,NA
A112.6,Myths,Gods As Sons Of Supreme God,Icel.: MacCulloch Eddic 61. --Tahiti: Henry 147.,3,A,A100,A110,A112,A112.6,NA,NA,NA
A112.7.1,Myths,God Born From Mother's Ear,Marquesas: Handy 107.,4,A,A100,A110,A112,A112.7,A112.7.1,NA,NA
A112.7.2,Myths,God Born From Mother's Armpit,Marquesas: Handy 107.,4,A,A100,A110,A112,A112.7,A112.7.2,NA,NA
A112.7.3,Myths,Goddess Born From Mother's Eyes,Hawaii: Beckwith Myth 186.,4,A,A100,A110,A112,A112.7,A112.7.3,NA,NA
A112.7.4,Myths,God Born After Prematurely Short Pregnancy,Marquesas: Handy 107.,4,A,A100,A110,A112,A112.7,A112.7.4,NA,NA
A112.7,Myths,God Born From Peculiar Part Of Parent's Body,NA,3,A,A100,A110,A112,A112.7,NA,NA,NA
A112.8,Myths,God From Adulterous Union,Irish myth: Cross.,3,A,A100,A110,A112,A112.8,NA,NA,NA
A112.9.1,Myths,Elementary Spirits Borne By Human Woman,India: Thompson-Balys.,4,A,A100,A110,A112,A112.9,A112.9.1,NA,NA
A112.9,Myths,Gods Borne By Human Woman,India: Thompson-Balys.,3,A,A100,A110,A112,A112.9,NA,NA,NA
A112.10,Myths,Divine Child Cast Out At Birth,Polynesia: Beckwith Myth 257.,3,A,A100,A110,A112,A112.10,NA,NA,NA
A112.11,Myths,Child Born From Union Of God With Hen,Easter Is.: Métraux Ethnology 130.,3,A,A100,A110,A112,A112.11,NA,NA,NA
A112,Myths,Birth Of Gods,India: Thompson-Balys.,2,A,A100,A110,A112,NA,NA,NA,NA
A113,Myths,Totemistic Gods,"Gods which have animal associations; e.g., Athena with the owl, Venus with the sparrow. --Babylonian: Spence 93; India: *Thompson-Balys; Irish myth: Cross.",2,A,A100,A110,A113,NA,NA,NA,NA
A114.1.1.1,Myths,God Born Of Another God's Sweat,India: Thompson-Balys.,5,A,A100,A110,A114,A114.1,A114.1.1,A114.1.1.1,NA
A114.1.1.2,Myths,Origin Of Lesser Gods From Spittle Of Great God,Hawaii: Beckwith Myth 82.,5,A,A100,A110,A114,A114.1,A114.1.1,A114.1.1.2,NA
A114.1.1,Myths,Goddess Born From Sweat Of Rock Washed By Sea,Minahassa (Celebes): Dixon 157.,4,A,A100,A110,A114,A114.1,A114.1.1,NA,NA
A114.1,Myths,Deity Born From Sea-Foam,Aphrodite. Greek: Roscher I 402; *Frazer Pausanias III 544.,3,A,A100,A110,A114,A114.1,NA,NA,NA
A114.2.1,Myths,Deity Born In Shape Of Egg,Hawaii: Beckwith Myth 169.,4,A,A100,A110,A114,A114.2,A114.2.1,NA,NA
A114.2,Myths,God Born From Egg,Tahiti: Henry 337; Marquesas: Handy 104. --S. Am. Indian (Huamachuco): Métraux RMLP XXXIII 151.,3,A,A100,A110,A114,A114.2,NA,NA,NA
A114.3,Myths,Deity Born From Skull,Easter Is.: Métraux Ethnology 312.,3,A,A100,A110,A114,A114.3,NA,NA,NA
A114.4,Myths,Deity Born From Tree,"Hawaii: Beckwith Myth 279, 284. --S. Am. Indian (Tembé): Métraux RMLP XXXIII 122.",3,A,A100,A110,A114,A114.4,NA,NA,NA
A114,Myths,Gods Born From Object,NA,2,A,A100,A110,A114,NA,NA,NA,NA
A115.1,Myths,First Deity Grows Out Of Primeval Chaos,Japanese: Anesaki 222.,3,A,A100,A110,A115,A115.1,NA,NA,NA
A115.2,Myths,God Issues From Earth,Norse: MacCulloch Eddic 328 (Tuisto).,3,A,A100,A110,A115,A115.2,NA,NA,NA
A115.3,Myths,Deity Arises From Mist,Hawaii: Beckwith Myth 71.,3,A,A100,A110,A115,A115.3,NA,NA,NA
A115.4,Myths,Deity Emerges From Darkness Of Underworld,Mangia (Cook Is.): Beckwith Myth 224.,3,A,A100,A110,A115,A115.4,NA,NA,NA
A115.5,Myths,Emergence Of Gods From Above And Below,Marquesas: Handy 138.,3,A,A100,A110,A115,A115.5,NA,NA,NA
A115.6,Myths,Deity Arises From Shell Of Darkness Where He Has Been For Million Ages,Tahiti: Henry.,3,A,A100,A110,A115,A115.6,NA,NA,NA
A115.7,Myths,Gods Emerge From Hole In Tree,India: Thompson-Balys.,3,A,A100,A110,A115,A115.7,NA,NA,NA
A115,Myths,Emergence Of Deity,NA,2,A,A100,A110,A115,NA,NA,NA,NA
A116.1,Myths,"Twin Gods -- One Mortal, Other Immortal",Harris Twins 4ff.,3,A,A100,A110,A116,A116.1,NA,NA,NA
A116.2.1,Myths,Twin Daughters Of A God,India: Thompson-Balys.,4,A,A100,A110,A116,A116.2,A116.2.1,NA,NA
A116.2,Myths,Twin Goddesses (Or Trinity Of Goddesses),Irish myth: Cross.,3,A,A100,A110,A116,A116.2,NA,NA,NA
A116,Myths,Twin Gods,"*Harris Twins, Boanerges, Picus who is also Zeus; Krappe Etudes de mythologie 137ff.; Güntert Weltkönig 253ff.; S. Eitrem Die göttlichen Zwillinge bei den Griechen (Christiania 1902); H. Grégoire Saints jumeaux et dieux cavaliers (Paris 1905); J.R. Harris The Dioscuri in the Christian Legends (London 1903); Krappe The Classical Journal XVIII (1923) 502ff.; Zeitschrift für Ethnologie LXVI (1929) 187ff.; ""Les dieux jumeaux dans la religion germanique"" Acta Philologica Scandinavica (1930); Review of Religion (1944) 123ff.; Revue Celtique XLIX (1932) 96ff; P. Saintyves, ""Les Jumeaux, dans l'ethnographie et la mythologie,"" Revue Anthrop. XXXV (1925) 54--59; T. Gaster Oldest Stories 69. --Germanic: Helm Altgermanische Religionsgeschichte I 321ff.; Irish myth: Cross; Greek: Fox 26; Armenian: Ananikian 40; Hindu: Keith 30f. (Lettish also mentioned). --Zuñi: Alexander N. Am. 188; Mixtec: Alexander Lat. Am. 86; Indians of Central Brazil: Ehrenreich International Cong. of Americanists XIV 661; Chiriguano: Métraux RMLP XXXIII 172.",2,A,A100,A110,A116,NA,NA,NA,NA
A117.1,Myths,First Men Created With Eternal Life Become Gods,India: Thompson-Balys.,3,A,A100,A110,A117,A117.1,NA,NA,NA
A117.2,Myths,Mortal Translated To Heaven And Deified,India: *Thompson-Balys; Maori: Clark Maori Folk Tales 167.,3,A,A100,A110,A117,A117.2,NA,NA,NA
A117.3,Myths,In Extreme Old Age Spirits Become Gods,Hawaii: Beckwith Myth 67.,3,A,A100,A110,A117,A117.3,NA,NA,NA
A117.4,Myths,Mortal Transfigured To God On Mountain Top,Maori: Beckwith Myth 250.,3,A,A100,A110,A117,A117.4,NA,NA,NA
A117.5,Myths,Gods Are Spirits Of Deified Dead,Easter Is.: Métraux Ethnology 316.,3,A,A100,A110,A117,A117.5,NA,NA,NA
A117,Myths,Mortals Become Gods,NA,2,A,A100,A110,A117,NA,NA,NA,NA
A118,Myths,Self-Created Deity,Tahiti: Henry 336f.,2,A,A100,A110,A118,NA,NA,NA,NA
A119.1,Myths,God Made By Magic,Tahiti: Henry 341. --S. Am. Indian (Apapocuvá-Guarani): Métraux RMLP XXXIII 122.,3,A,A100,A110,A119,A119.1,NA,NA,NA
A119.2,Myths,Goddess Produced By Heat Of Earth,Tahiti: Beckwith Myth 178.,3,A,A100,A110,A119,A119.2,NA,NA,NA
A119.3,Myths,Arrival Of The Gods In Particular Country,"Tonga: Gifford 199; Hawaii: Beckwith Myth 2, 3, 11.",3,A,A100,A110,A119,A119.3,NA,NA,NA
A119,Myths,Origin Of Gods -- Miscellaneous,NA,2,A,A100,A110,A119,NA,NA,NA,NA
A120.1,Myths,God As Shape-Shifter,Irish myth: Cross.,3,A,A100,A120,A120,A120.1,NA,NA,NA
A120.2,Myths,Size-Changing God,Hawaii: Beckwith Myth 127.,3,A,A100,A120,A120,A120.2,NA,NA,NA
A120.3,Myths,Incorporeal God,Jewish: Neuman.,3,A,A100,A120,A120,A120.3,NA,NA,NA
A120.4,Myths,Formless Gods,Tonga: Beckwith Myth 128.,3,A,A100,A120,A120,A120.4,NA,NA,NA
A120,Myths,Nature And Appearance Of The Gods,(Cf. †A18f.). Jewish: *Neuman.,1,A,A100,A120,A120,NA,NA,NA,NA
A121.1,Myths,Moon As Deity,(Cf. †A240). Jewish: Neuman.,3,A,A100,A120,A121,A121.1,NA,NA,NA
A121.2,Myths,Sun As Deity,(Cf. †A220). Jewish: Neuman; Hawaii: Beckwith Myth 217.,3,A,A100,A120,A121,A121.2,NA,NA,NA
A121,Myths,Stars As Deities,H. Gressmann Die hellenistische Gestirn-religion (Leipzig 1925); Gaster Thespis 228f. --Zuñi: Alexander N. Am. 187.,2,A,A100,A120,A121,NA,NA,NA,NA
A122,Myths,"God Half Mortal, Half Immortal","Hair, skin, flesh, bones and marrow are mortal; mind, voice, breath, eye, and ear are immortal. (prajapati). --Hindu: Keith 76; cf. Greek: Grote I 3.",2,A,A100,A120,A122,NA,NA,NA,NA
A123.1.1,Myths,Three-Bodied Goddess,Hekate has three bodies standing back to back and looking in three directions. --Greek: Fox 188.,4,A,A100,A120,A123,A123.1,A123.1.1,NA,NA
A123.1.2,Myths,God With Two Joined Bodies,Tahiti: Henry 344.,4,A,A100,A120,A123,A123.1,A123.1.2,NA,NA
A123.1.3,Myths,God With Good Looking And Ugly Bodies,Marquesas: Handy 124.,4,A,A100,A120,A123,A123.1,A123.1.3,NA,NA
A123.1.4,Myths,"God With Body Of Earthquake (Whirlwind, Etc)",Hawaii: Beckwith Myth 30.,4,A,A100,A120,A123,A123.1,A123.1.4,NA,NA
A123.1.5,Myths,God With Body Of Caterpillars,Hawaii: Beckwith Myth 30.,4,A,A100,A120,A123,A123.1,A123.1.5,NA,NA
A123.1.6,Myths,God With Body Of Stream Of Blood,Hawaii: Beckwith Myth 30.,4,A,A100,A120,A123,A123.1,A123.1.6,NA,NA
A123.1.7,Myths,"Goddess With Three Supernatural Bodies: Fire, Cliff, Sea",Hawaii: Beckwith Myth 496.,4,A,A100,A120,A123,A123.1,A123.1.7,NA,NA
A123.1,Myths,God Monstrous As To Body,NA,3,A,A100,A120,A123,A123.1,NA,NA,NA
A123.2.1.1,Myths,God With Two Faces,*Krappe Balor 7 n. 24; Usener IV 347ff.; *Frazer Ovid II 95ff; India: Thompson-Balys.,5,A,A100,A120,A123,A123.2,A123.2.1,A123.2.1.1,NA
A123.2.1.2,Myths,God With Three Faces,*Krappe Balor 8 n. 28. --Chinese: Werner 324.,5,A,A100,A120,A123,A123.2,A123.2.1,A123.2.1.2,NA
A123.2.1.3,Myths,God With Four Faces,"Greek: Roscher ""Ianus""; Jewish: Neuman; India: Thompson-Balys.",5,A,A100,A120,A123,A123.2,A123.2.1,A123.2.1.3,NA
A123.2.1.4,Myths,God With Five Faces,Jewish: Neuman.,5,A,A100,A120,A123,A123.2,A123.2.1,A123.2.1.4,NA
A123.2.1.5,Myths,God With Six Faces,"Hindu: Penzer I 73 n. 1, II 102.",5,A,A100,A120,A123,A123.2,A123.2.1,A123.2.1.5,NA
A123.2.1,Myths,God With Many Faces,NA,4,A,A100,A120,A123,A123.2,A123.2.1,NA,NA
A123.2.2.1,Myths,Maggots Squirm From Mouth Of Man-Eating God,Hawaii: Beckwith Myth 506.,5,A,A100,A120,A123,A123.2,A123.2.2,A123.2.2.1,NA
A123.2.2.2,Myths,Goddess With Eight Mouths,Tonga: Gifford 168.,5,A,A100,A120,A123,A123.2,A123.2.2,A123.2.2.2,NA
A123.2.2,Myths,God's Unusual Mouth,NA,4,A,A100,A120,A123,A123.2,A123.2.2,NA,NA
A123.2,Myths,God Unusual As To Face,Jewish: Neuman.,3,A,A100,A120,A123,A123.2,NA,NA,NA
A123.3.1.1,Myths,Three-Eyed God,*Usener IV 224 n. 1; *Frazer Pausanias III 209; Buddhist myth: Malalasekera II 32; India: Thompson-Balys.,5,A,A100,A120,A123,A123.3,A123.3.1,A123.3.1.1,NA
A123.3.1.2,Myths,God With Hundred Eyes,Irish myth: Cross; India: Thompson-Balys.,5,A,A100,A120,A123,A123.3,A123.3.1,A123.3.1.2,NA
A123.3.1.3,Myths,God With Thirteen Eyes,India: Thompson-Balys.,5,A,A100,A120,A123,A123.3,A123.3.1,A123.3.1.3,NA
A123.3.1.4.1,Myths,Goddess With Thousand Eyes,India: Thompson-Balys.,6,A,A100,A120,A123,A123.3,A123.3.1,A123.3.1.4,A123.3.1.4.1
A123.3.1.4,Myths,God With Thousand Eyes,India: Thompson-Balys.,5,A,A100,A120,A123,A123.3,A123.3.1,A123.3.1.4,NA
A123.3.1,Myths,God With Many Eyes,"*Krappe Balor 19ff. (Argos); Usener IV 223. --Hindu: Penzer II 46 n. 4, VIII 75, 116, IX 19; Keith 110, 134; Chinese: Werner 144.",4,A,A100,A120,A123,A123.3,A123.3.1,NA,NA
A123.3.2,Myths,God With Flashing Eyes,Hawaii: Beckwith Myth 30; Buddhist myth: Malalasekera II 32.,4,A,A100,A120,A123,A123.3,A123.3.2,NA,NA
A123.3,Myths,God Unusual As To Eyes,NA,3,A,A100,A120,A123,A123.3,NA,NA,NA
A123.4.1.1,Myths,God With Three Heads,Irish myth: Cross.,5,A,A100,A120,A123,A123.4,A123.4.1,A123.4.1.1,NA
A123.4.1.2,Myths,God With Seven Heads,India: Thompson-Balys.,5,A,A100,A120,A123,A123.4,A123.4.1,A123.4.1.2,NA
A123.4.1.3,Myths,God With Eight Heads,Tahiti: Beckwith Myth 209.,5,A,A100,A120,A123,A123.4,A123.4.1,A123.4.1.3,NA
A123.4.1,Myths,God With Many Heads,"Slavic (Elbe): Máchal 283f., Boberg. --Chinese: Werner 241, 321.",4,A,A100,A120,A123,A123.4,A123.4.1,NA,NA
A123.4.2,Myths,God With Head Of Stone,Hawaii: Beckwith Myth 88.,4,A,A100,A120,A123,A123.4,A123.4.2,NA,NA
A123.4,Myths,God Monstrous As To Head,NA,3,A,A100,A120,A123,A123.4,NA,NA,NA
A123.5.1,Myths,God With Many Arms,"Siva has ten arms. --Hindu: Keith 110; Chinese: Werner 144, 324. --Cf. Greek: Roscher ""Briareos""; India: *Thompson-Balys; Irish Myth: Cross.",4,A,A100,A120,A123,A123.5,A123.5.1,NA,NA
A123.5.2,Myths,Marvels Concerning God's Arm And Fingers,Jewish: Neuman.,4,A,A100,A120,A123,A123.5,A123.5.2,NA,NA
A123.5,Myths,God Unusual As To Arms,NA,3,A,A100,A120,A123,A123.5,NA,NA,NA
A123.6.1,Myths,God With Three Legs,India: Thompson-Balys.,4,A,A100,A120,A123,A123.6,A123.6.1,NA,NA
A123.6,Myths,God Unusual At To Legs (Feet),NA,3,A,A100,A120,A123,A123.6,NA,NA,NA
A123.7.1,Myths,Many-Colored God,Hindu: Keith 81 (Shiva).,4,A,A100,A120,A123,A123.7,A123.7.1,NA,NA
A123.7.2,Myths,Black God(Dess),"Icel.: *Boberg, MacCulloch Eddic 304; W. Golther Deutsche Myth. (1895) 473f. (Hell); Hindu: Keith 126 (Krsna).",4,A,A100,A120,A123,A123.7,A123.7.2,NA,NA
A123.7,Myths,God Unusual As To Color,NA,3,A,A100,A120,A123,A123.7,NA,NA,NA
A123.8,Myths,Goddess With One-And-A-Half Buttocks,India: Thompson-Balys.,3,A,A100,A120,A123,A123.8,NA,NA,NA
A123.9,Myths,Lotus Plants Grow From Navel Of Vishnu,India: Thompson-Balys.,3,A,A100,A120,A123,A123.9,NA,NA,NA
A123.10,Myths,God (Deity) Girdled With Snakes; On His Forehead Shines The Moon,India: Thompson-Balys.,3,A,A100,A120,A123,A123.10,NA,NA,NA
A123.11,Myths,God With Tail,Mangaia (Cook Is.): Clark 140; Fiji: Beckwith Myth 76; Tahiti: Beckwith Myth 113.,3,A,A100,A120,A123,A123.11,NA,NA,NA
A123,Myths,Monstrous Gods,Jewish: Neuman.,2,A,A100,A120,A123,NA,NA,NA,NA
A124.0.1,Myths,God With Luminous Countenance,Irish myth: Cross; Jewish: Neuman.,NA,A,A100,A120,A124,A124.0.1,A124.0.1,NA,NA
A124.1,Myths,God With Blazing Eye,Hindu: Penzer VI 31 n. 1; India: *Thompson-Balys.,3,A,A100,A120,A124,A124.1,NA,NA,NA
A124.2,Myths,White God,"Icel.: MacCulloch Eddic 152 (Heimdall), 129 (Balder).",3,A,A100,A120,A124,A124.2,NA,NA,NA
A124.3,Myths,Goddess With Body Full Of Fire,India: Thompson-Balys.,3,A,A100,A120,A124,A124.3,NA,NA,NA
A124.4,Myths,God's Radiance Upon Moses' Face,Jewish: Neuman.,3,A,A100,A120,A124,A124.4,NA,NA,NA
A124.5,Myths,God In Form Of Comet,Hawaii: Beckwith Myth 113.,3,A,A100,A120,A124,A124.5,NA,NA,NA
A124,Myths,Luminous God,Icel.: MacCulloch Eddic 129 (Balder); India: *Thompson-Balys.,2,A,A100,A120,A124,NA,NA,NA,NA
A125.1.1,Myths,Goddess Of War In Shape Of (Red) Woman,Irish myth: Cross.,4,A,A100,A120,A125,A125.1,A125.1.1,NA,NA
A125.1,Myths,Goddess Of War In Shape Of Hag,Irish myth: Cross.,3,A,A100,A120,A125,A125.1,NA,NA,NA
A125.2,Myths,God With Red Beard,Icel.: *Boberg.,3,A,A100,A120,A125,A125.2,NA,NA,NA
A125.3,Myths,God With Gold Teeth,Icel.: MacCulloch Eddic 153 (Heimdall).,3,A,A100,A120,A125,A125.3,NA,NA,NA
A125.4,Myths,Beautiful Goddess,S. Am. Indian (Huarochiri): Métraux RMLP XXXIII 169.,3,A,A100,A120,A125,A125.4,NA,NA,NA
A125,Myths,Deity In Human Form,(The human form is assumed in most mythologies.) --Irish myth: Cross; Jewish: Neuman; Samoa: Henry 346.,2,A,A100,A120,A125,NA,NA,NA,NA
A128.1,Myths,Blind God,"Hödhr. --Icel.: Boberg, De la Saussaye 268. --India: Thompson-Balys; Chinese: Werner 284.",3,A,A100,A120,A128,A128.1,NA,NA,NA
A128.2.1,Myths,God With Evil Eye,Irish myth: Cross.,4,A,A100,A120,A128,A128.2,A128.2.1,NA,NA
A128.2.2,Myths,"God With Single Eye, Through Lid Of Which Passes A Polished Handle With Which Lid Is Lifted",Irish myth: Cross.,4,A,A100,A120,A128,A128.2,A128.2.2,NA,NA
A128.2,Myths,One-Eyed God,"Odin. --Harrison (Jane E.) Prolegomena to the Study of Greek Religion 194; Holmberg Finno-Ugric 179. --Irish myth: Cross; Icel.: Boberg, De la Saussaye 226, MacCulloch Eddic 21; Jewish: Neuman.",3,A,A100,A120,A128,A128.2,NA,NA,NA
A128.3.1,Myths,God With One Leg (Foot),Irish myth: Cross.,4,A,A100,A120,A128,A128.3,A128.3.1,NA,NA
A128.3,Myths,Legless And Armless Deity Supported On Animal,Borneo: Dixon 165.,3,A,A100,A120,A128,A128.3,NA,NA,NA
A128.4,Myths,God With One Hand,"Hand cut or bitten off. --*Krappe Études 11ff. --Icel.: Boberg, MacCulloch Eddic 21 (Tyr); Irish myth: Cross.",3,A,A100,A120,A128,A128.4,NA,NA,NA
A128.5.1,Myths,God With Thick (Iron) Shoe,Icel.: MacCulloch Eddic 159 (Vidarr).,4,A,A100,A120,A128,A128.5,A128.5.1,NA,NA
A128.5,Myths,Lame God,Greek: Fox 205 (Hephaistos).,3,A,A100,A120,A128,A128.5,NA,NA,NA
A128,Myths,Mutilated God,Egyptian: Müller 92ff.; Jewish: Neuman; Greek: Argonautica IV line 984 (Chronos); India: Thompson-Balys.,2,A,A100,A120,A128,NA,NA,NA,NA
A131.1,Myths,"God As Part Man, Part Fish",Babylonian: Spence 151 (Dagon); Assyrian: ibid. 216; Jewish: Neuman. --Samoa: Beckwith Myth 76.,3,A,A100,A120,A131,A131.1,NA,NA,NA
A131.2,Myths,God With Elephant's Face,"Hindu: Penzer II 99ff., 125 n. 1, 147 n. 1, 170, III 155 n. 2, V 196, VII 131, IX 1.",3,A,A100,A120,A131,A131.2,NA,NA,NA
A131.3.1,Myths,Deity With Cat's Head,Irish myth: Cross.,4,A,A100,A120,A131,A131.3,A131.3.1,NA,NA
A131.3.2,Myths,Goddess With Pig's Head,Tonga: Beckwith Myth 178.,4,A,A100,A120,A131,A131.3,A131.3.2,NA,NA
A131.3.3,Myths,God With Ram's Head,"(Cf. †A132.14). Egyptian: Müller 135, 405. --Irish myth: Cross.",4,A,A100,A120,A131,A131.3,A131.3.3,NA,NA
A131.3,Myths,Deity With Animal's Head,NA,3,A,A100,A120,A131,A131.3,NA,NA,NA
A131.4,Myths,God In Tiger's Skin,"Hindu: Keith 81, 111; India: Thompson-Balys.",3,A,A100,A120,A131,A131.4,NA,NA,NA
A131.5,Myths,God With Goat-Feet,Greek: Fox 267 (Pan).,3,A,A100,A120,A131,A131.5,NA,NA,NA
A131.6,Myths,Horned God,Irish myth: Cross; Egyptian: Müller 38 (Hathors).,3,A,A100,A120,A131,A131.6,NA,NA,NA
A131.7,Myths,Winged God,Jewish: Neuman.,3,A,A100,A120,A131,A131.7,NA,NA,NA
A131.8,Myths,Goddess With Pig's Teeth,India: Thompson-Balys.,3,A,A100,A120,A131,A131.8,NA,NA,NA
A131,Myths,Gods With Animal Features,*De Visser Die nicht menschengestaltigen Götter der Griechen (Leiden 1903). --Egyptian: Müller 15ff. --Mexican: Alexander Lat. Am. 57ff. --Irish myth: Cross.,2,A,A100,A120,A131,NA,NA,NA,NA
A132.0.1.1,Myths,"God Takes Form Successively Of Ants, Scorpion, And Cobra",India: Thompson-Balys.,NA,A,A100,A120,A132,A132.0.1,A132.0.1.1,A132.0.1.1,NA
A132.0.1.2,Myths,"God In Three Forms: Gecho, Shark, Or Priest",Tonga: Beckwith Myth 128.,NA,A,A100,A120,A132,A132.0.1,A132.0.1.2,A132.0.1.2,NA
A132.0.1,Myths,God In Successive Animal Forms,India: Thompson-Balys.,NA,A,A100,A120,A132,A132.0.1,A132.0.1,NA,NA
A132.1.1,Myths,Deity Has Snake-Children,India: Thompson-Balys.,4,A,A100,A120,A132,A132.1,A132.1.1,NA,NA
A132.1,Myths,Snake-God,"Smith Dragon 85. --Irish myth: Cross; Jewish: Neuman; Hindu: Penzer X 240 s. v. ""Nagas""; India: *Thompson-Balys; Chinese: Eberhard FFC CXX 139. --Fiji: Beckwith Myth 138, 316.",3,A,A100,A120,A132,A132.1,NA,NA,NA
